player,no,matchTime,team,round,tacklesMade,tacklesMiss,tacklesPenalty,tacklesFirst,tacklesAssists,tacklesFirstPerc,tacklesMadePerc,contestDom,contestNeut,contestPass,contestDNPerc,rucksEff,rucksInEff,rucksInvolvement,rucksTOForced,LOSteals,TOForced,PFAtt,PFDef,PFTot
"Pocock, D",7,1,Brumbies ,4,12,,,8,4,100,100,1,5,6,50,1,7,8,2,,2,,,
"Fardy, S",6,1,Brumbies ,4,8,1,,4,4,80,88.9,,5,4,55.6,,2,2,,,,,,1
"Lealiifano, C",10,1,Brumbies ,4,8,1,,7,1,87.5,88.9,,7,2,77.8,,,,,,,,,
"Smiler, J",8,0.66,Brumbies ,4,7,,,5,2,100,100,,4,3,57.1,,3,3,,,,,,
"Toomua, M",12,1,Brumbies ,4,7,1,,6,1,85.7,87.5,,3,5,37.5,,2,2,,,,,,
"Speight, H",14,0.43,Brumbies ,4,6,,,3,3,100,100,1,2,3,50,,2,2,1,,1,,,
"Alexander, B",3,0.55,Brumbies ,4,6,2,1,5,1,71.4,66.7,,4,5,44.4,,3,3,,,,,,1
"Kuridrani, T",13,1,Brumbies ,4,6,3,,5,1,62.5,66.7,,3,6,33.3,,2,2,,,,,,
"Tomane, J",11,1,Brumbies ,4,6,,,5,1,100,100,,4,2,66.7,1,3,4,,,,,,1
"Alaalatoa, A",17,0.44,Brumbies ,4,5,,,4,1,100,100,,3,2,60,,1,1,,,,,,
"Ah Wong, N",23,0.57,Brumbies ,4,5,1,,4,1,80,83.3,1,1,4,33.3,,1,1,1,,1,,,
"Moore, S",2,0.94,Brumbies ,4,5,2,,4,1,66.7,71.4,,4,3,57.1,,2,2,,,,,,
"Cubelli, T",9,0.95,Brumbies ,4,5,2,,4,1,66.7,71.4,1,3,3,57.1,,3,3,1,,1,,,
"Carter, S",5,1,Brumbies ,4,5,,,4,1,100,100,2,3,,100,,,,2,,2,,,
"Staniforth, T",19,0.34,Brumbies ,4,3,,,1,2,100,100,1,2,,100,,4,4,1,,1,,,
"Makin, L",18,0.45,Brumbies ,4,3,1,,1,2,50,75,,1,3,25,,1,1,,,,,,1
"Toua, A",15,0.95,Brumbies ,4,3,1,,1,2,50,75,,1,3,25,,1,1,,,,,,
"Sio, S",1,0.56,Brumbies ,4,2,,,1,1,100,100,,2,,100,,2,2,,,,,,
"Arnold, R",4,0.66,Brumbies ,4,2,,,2,,100,100,,1,1,50,,,,,,,,,
"Dowsett, M",21,0.05,Brumbies ,4,1,,,,1,,100,,,1,,,,,,,,,,
"Coleman, R",22,0.05,Brumbies ,4,,,,,,,,,,,,,1,1,,,,,,
"Mann-Rea, J",16,0.03,Brumbies ,4,,,,,,,,,,,,,,,,,,,,1
"Snyman, R",4,0.73,Bulls ,4,7,1,,7,,87.5,87.5,1,5,2,75,,,,1,,1,,,
"Serfontein, JL",13,0.66,Bulls ,4,6,2,,5,1,71.4,75,,4,4,50,1,,1,,,,,,
"Smit, R",6,1,Bulls ,4,6,1,,6,,85.7,85.7,1,4,2,71.4,,3,3,1,,1,,,1
"Kirsten, J",7,0.73,Bulls ,4,5,1,1,5,,83.3,71.4,,4,3,57.1,2,,2,1,,1,,,2
"Botha, A",8,1,Bulls ,4,5,1,,5,,83.3,83.3,,5,1,83.3,2,1,3,1,,1,,,
"Hattingh, G",5,1,Bulls ,4,5,3,,5,,62.5,62.5,,3,5,37.5,,,,,2,2,,,
"Nyakane, T",1,1,Bulls ,4,4,,,3,1,100,100,,4,,100,,,,,,,,,1
"Van der Merwe, M",3,0.82,Bulls ,4,3,,,2,1,100,100,,3,,100,,,,,,,,,1
"Paige, R",9,0.91,Bulls ,4,3,3,,3,,50,50,,2,4,33.3,1,,1,,,,,,
"Jenkins, J",19,0.27,Bulls ,4,2,,,2,,100,100,1,1,,100,,,,,,,,,
"Brummer, F",10,0.66,Bulls ,4,2,1,,2,,66.7,66.7,,1,2,33.3,,,,,,,,,
"Gelant, W",15,1,Bulls ,4,2,,,2,,100,100,1,1,,100,,1,1,,,,,,
"Odendaal, B",12,1,Bulls ,4,2,1,,2,,66.7,66.7,,2,1,66.7,1,,1,,,,,,
"de Jager, N",20,0.27,Bulls ,4,1,,,,1,,100,1,,,100,1,3,4,1,,1,,,
"Kriel, J.A",23,0.34,Bulls ,4,1,,,1,,100,100,,1,,100,,,,,,,,,
"Schoeman, T",22,0.34,Bulls ,4,1,1,,1,,50,50,,1,1,50,,,,,,,,,
"Ulengo, J",14,1,Bulls ,4,1,1,,,1,,50,,1,1,50,1,,1,1,,1,,,
"Basson, B",11,1,Bulls ,4,,1,1,,,,,,,2,,,,,,,,,,1
"Gqoboka, L",17,0.18,Bulls ,4,,,,,,,,,,,,,,,,,,,,1
"Strauss, Ad",2,1,Bulls ,4,,,,,,,,,,,,,2,2,1,,1,,,
"Marais, C.M",1,0.8,Cheetahs ,4,11,2,,10,1,83.3,84.6,1,6,6,53.8,1,4,5,1,,1,,,
"Schoeman, P",6,1,Cheetahs ,4,11,3,1,7,4,70,73.3,,10,5,66.7,3,7,10,,,,,,1
"de Jager, L",5,0.7,Cheetahs ,4,9,1,,6,3,85.7,90,2,5,3,70,1,2,3,2,,2,,,
"Zeilinga, F",23,0.74,Cheetahs ,4,8,1,,8,,88.9,88.9,1,3,5,44.4,2,,2,1,,1,,,1
"van Dyk, M",3,0.8,Cheetahs ,4,8,5,,8,,61.5,61.5,1,7,5,61.5,2,1,3,1,,1,,,
"Meyer, T",22,0.68,Cheetahs ,4,7,2,,7,,77.8,77.8,,4,5,44.4,2,1,3,,,,,,
"Prinsloo, B",21,0.48,Cheetahs ,4,6,,,5,1,100,100,,3,3,50,3,,3,1,,1,,,
"Petersen, S",14,1,Cheetahs ,4,6,3,,5,1,62.5,66.7,1,4,4,55.6,3,1,4,3,,3,,,
"Cassiem, U",7,0.52,Cheetahs ,4,5,2,,4,1,66.7,71.4,,5,2,71.4,,2,2,,,,,,
"Venter, H",8,0.8,Cheetahs ,4,5,4,,5,,55.6,55.6,1,2,6,33.3,,3,3,,,,,,
"Van Jaarsveld, T",2,0.92,Cheetahs ,4,5,2,,4,1,66.7,71.4,,4,3,57.1,1,1,2,1,,1,,,
"Marais, D",10,1,Cheetahs ,4,5,4,,5,,55.6,55.6,,1,8,11.1,5,2,7,2,,2,,,
"Rhule, R",11,1,Cheetahs ,4,5,1,,4,1,80,83.3,,4,2,66.7,,1,1,,,,,,
"Blommetjies, C",15,1,Cheetahs ,4,4,,,3,1,100,100,,3,1,75,,1,1,,,,,,
"Venter, F",13,1,Cheetahs ,4,4,2,,4,,66.7,66.7,,3,3,50,3,3,6,,,,,,
"Wegner, C",4,1,Cheetahs ,4,4,3,,4,,57.1,57.1,,3,4,42.9,,,,,,,,,1
"Nche, O",17,0.2,Cheetahs ,4,2,,,2,,100,100,,2,,100,,,,,,,,,
"Small-Smith, W",12,0.26,Cheetahs ,4,2,,,1,1,100,100,,2,,100,,2,2,,,,,,
"Coetzee, J",18,0.2,Cheetahs ,4,1,,,1,,100,100,,1,,100,,,,,,,,,
"Lobberts, H",20,0.2,Cheetahs ,4,1,,,1,,100,100,1,,,100,,,,1,,1,,,
"Uys, F",19,0.3,Cheetahs ,4,1,,,,1,,100,,,1,,2,,2,,,,,,
"Venter, S",9,0.32,Cheetahs ,4,1,1,,1,,50,50,,,2,,,2,2,,,,,,
"Cane, S",7,1,Chiefs ,4,19,,1,14,5,100,95,,14,6,70,2,3,5,,,,,,2
"Graham, M",1,0.74,Chiefs ,4,12,,,6,6,100,100,,10,2,83.3,3,1,4,,,,,,1
"Sanders, T",6,0.91,Chiefs ,4,11,1,,7,4,87.5,91.7,1,5,6,50,,3,3,,,,,,1
"Lienert-Brown, A",13,1,Chiefs ,4,11,,,7,4,100,100,,7,4,63.6,1,4,5,1,,1,,,
"Allardice, M",4,1,Chiefs ,4,10,2,,9,1,81.8,83.3,2,5,5,58.3,2,1,3,1,,1,,,
"Leitch, M",8,1,Chiefs ,4,10,,,8,2,100,100,,6,4,60,,1,1,,1,1,,,
"Bardoul, J",5,0.52,Chiefs ,4,9,4,,8,1,66.7,69.2,,6,7,46.2,2,2,4,,,,,,1
"Ngatai, C",12,0.94,Chiefs ,4,9,1,,7,2,87.5,90,,2,8,20,1,,1,,,,,,
"McNicol, S",14,0.95,Chiefs ,4,8,,,6,2,100,100,,4,4,50,,1,1,,,,,,
"Lowe, J",11,1,Chiefs ,4,7,,,7,,100,100,,6,1,85.7,1,1,2,,,,,,
"Seu, T",19,0.48,Chiefs ,4,6,1,,6,,85.7,85.7,,5,2,71.4,1,,1,,,,,,
"Cruden, A",10,1,Chiefs ,4,6,1,,5,1,83.3,85.7,1,2,4,42.9,,,,1,,1,,,
"Kerr-Barlow, T",9,0.47,Chiefs ,4,4,2,,3,1,60,66.7,,1,5,16.7,,2,2,,,,,,1
"Yamashita, H",3,0.74,Chiefs ,4,4,2,,3,1,60,66.7,1,3,2,66.7,,2,2,,,,,,1
"Mckenzie, D",15,1,Chiefs ,4,4,1,1,3,1,75,66.7,,4,2,66.7,1,,1,,,,,,1
"Marshall, R",16,0.26,Chiefs ,4,3,,,2,1,100,100,,1,2,33.3,,,,,,,,,
"Weber, B",21,0.4,Chiefs ,4,2,1,,1,1,50,66.7,,2,1,66.7,,1,1,,,,,,
"Elliot, H",2,0.74,Chiefs ,4,2,,,1,1,100,100,,2,,100,,2,2,,,,,,
"Vaipulu, M",20,0.09,Chiefs ,4,1,1,,,1,,50,,1,1,50,,,,,,,,,
"Manu, P",17,0.26,Chiefs ,4,1,,,1,,100,100,,,1,,,,,,,,,,
"Tokolahi, S",18,0.26,Chiefs ,4,,2,,,,,,,,2,,,,,,,,,,
"Funnell, B",2,0.79,Crusaders ,4,11,,,10,1,100,100,1,8,2,81.8,1,2,3,1,,1,,,
"Taufua, J",6,0.71,Crusaders ,4,10,1,,8,2,88.9,90.9,,9,2,81.8,2,2,4,1,,1,,,
"Boys, T",19,0.48,Crusaders ,4,8,,,8,,100,100,,5,3,62.5,1,,1,,,,,,1
"Romano, L",4,1,Crusaders ,4,7,2,,6,1,75,77.8,2,4,3,66.7,,1,1,,,,,,2
"Tupou, J",8,1,Crusaders ,4,7,1,,5,2,83.3,87.5,,7,1,87.5,2,,2,,,,,,1
"Crockett, W",1,0.71,Crusaders ,4,6,,,5,1,100,100,,4,2,66.7,2,3,5,,,,,,
"Havili, D",12,0.78,Crusaders ,4,6,,,3,3,100,100,,3,3,50,,2,2,,,,,,
"Whitelock, S",5,1,Crusaders ,4,6,1,,6,,85.7,85.7,1,4,2,71.4,,3,3,1,,1,,,1
"Franks, O",3,0.64,Crusaders ,4,5,,,5,,100,100,2,3,,100,,,,,,,,,
"Hodgman, A",17,0.29,Crusaders ,4,4,,,4,,100,100,,3,1,75,1,3,4,,,,,,
"Alaalatoa, M",18,0.36,Crusaders ,4,4,1,,4,,80,80,,4,1,80,,,,,,,,,
"Todd, M",7,0.52,Crusaders ,4,4,,,2,2,100,100,,4,,100,,,,,,,,,
"Drummond, M",9,0.78,Crusaders ,4,4,,1,3,1,100,80,,2,3,40,,1,1,,,,,,1
"Fonotia, K",13,1,Crusaders ,4,4,,1,4,,100,80,1,2,2,60,1,2,3,1,,1,,,2
"Fukofuka, L",21,0.22,Crusaders ,4,3,,,2,1,100,100,,,3,,,,,,,,,,
"Volavola, B",15,1,Crusaders ,4,3,1,,3,,75,75,,2,2,50,,,,,,,,,1
"Crotty, R.",22,0.22,Crusaders ,4,2,,,1,1,100,100,,1,1,50,,,,,,,,,
"McNicholl, J",14,1,Crusaders ,4,2,,,2,,100,100,,2,,100,,,,,,,,,
"Samu, P",20,0.29,Crusaders ,4,1,,,,1,,100,1,,,100,3,1,4,2,,2,,,
"Macilai-Tori, J",23,0.41,Crusaders ,4,1,,,1,,100,100,,1,,100,,,,,,,,,
"Nadolo, N",11,1,Crusaders ,4,1,,,1,,100,100,,1,,100,,,,,,,,,
"Mo'unga, R",10,0.59,Crusaders ,4,,,,,,,,,,,,,1,1,,,,,,
"Christie, S",7,1,Highlanders ,4,15,5,,8,7,61.5,75,1,11,8,60,5,8,13,,,,,,2
"Squire, L",8,1,Highlanders ,4,14,,,12,2,100,100,2,10,2,85.7,1,3,4,1,,1,,,
"Dixon, A",16,0.48,Highlanders ,4,13,1,,9,4,90,92.9,,8,6,57.1,1,,1,,,,,,
"Franklin, T",5,0.71,Highlanders ,4,12,,,8,4,100,100,2,8,2,83.3,2,7,9,2,,2,,,1
"Ainley, A",4,1,Highlanders ,4,12,5,1,8,4,61.5,66.7,,7,11,38.9,4,3,7,,1,1,,,2
"Thompson, R",12,1,Highlanders ,4,12,3,1,10,2,76.9,75,,8,8,50,5,2,7,,,,,,1
"Coltman, L",2,0.52,Highlanders ,4,11,1,,8,3,88.9,91.7,,8,4,66.7,3,,3,,,,,,
"Dixon, E",6,0.82,Highlanders ,4,11,1,,8,3,88.9,91.7,,9,3,75,2,,2,,2,2,,,
"Sopoaga, L",10,0.9,Highlanders ,4,8,,,8,,100,100,1,3,4,50,1,1,2,1,,1,,,
"Smith, A",9,1,Highlanders ,4,8,1,,7,1,87.5,88.9,,3,6,33.3,1,3,4,,,,,,
"Halanukonuka, S",3,0.66,Highlanders ,4,7,1,,5,2,83.3,87.5,,3,5,37.5,1,3,4,,,,,,
"Edmonds, B",1,0.67,Highlanders ,4,7,1,,4,3,80,87.5,,5,3,62.5,1,3,4,,,,,,1
"Fekitoa, M",13,1,Highlanders ,4,7,1,,6,1,85.7,87.5,,7,1,87.5,6,1,7,,,,,,
"Lienert-Brown, D",17,0.33,Highlanders ,4,6,1,1,5,1,83.3,75,,1,7,12.5,1,,1,,,,,,1
"Smith, B",15,1,Highlanders ,4,6,,,5,1,100,100,,2,4,33.3,1,1,2,,,,,,
"Tongia, R",11,0.89,Highlanders ,4,5,,1,3,2,100,83.3,,,6,,1,3,4,,,,,,1
"Reddish, M",19,0.29,Highlanders ,4,4,2,,3,1,60,66.7,1,2,3,50,1,,1,,,,,,
"Geldenhuys, R",18,0.34,Highlanders ,4,4,3,,4,,57.1,57.1,,4,3,57.1,,,,,,,,,
"Emery, J",23,0.11,Highlanders ,4,3,,,3,,100,100,,2,1,66.7,1,,1,,,,,,
"Evans, G",20,0.18,Highlanders ,4,3,,,2,1,100,100,1,1,1,66.7,,,,,,,,,
"Faddes, M",14,1,Highlanders ,4,3,3,,3,,50,50,,1,5,16.7,4,4,8,,,,,,
"Parker, H",22,0.1,Highlanders ,4,1,1,,1,,50,50,,1,1,50,,,,,,,,,
"Savea, A",7,1,Hurricanes ,4,12,3,,10,2,76.9,80,,6,9,40,4,3,7,1,,1,,,
"Barrett, B",10,1,Hurricanes ,4,9,,,8,1,100,100,,5,4,55.6,,,,,,,,,1
"Fafita, V",6,1,Hurricanes ,4,9,,,8,1,100,100,1,7,1,88.9,,4,4,,,,,,1
"Eves, C",1,0.8,Hurricanes ,4,7,2,,6,1,75,77.8,,5,4,55.6,1,,1,,,,,,
"Laumape, N",12,1,Hurricanes ,4,7,,,4,3,100,100,1,3,3,57.1,4,3,7,3,,3,,,
"Thomson, B",4,1,Hurricanes ,4,7,,,5,2,100,100,1,5,1,85.7,2,2,4,1,,1,,,1
"Fatialofa, M",19,0.18,Hurricanes ,4,5,,,5,,100,100,1,3,1,80,1,,1,,,,,,
"Allen, J",3,0.79,Hurricanes ,4,5,,,5,,100,100,,5,,100,1,,1,,,,,,
"Abbot, M",5,0.82,Hurricanes ,4,5,2,,5,,71.4,71.4,,3,4,42.9,,1,1,,,,,,
"Riccitelli, R",16,0.22,Hurricanes ,4,4,,,3,1,100,100,2,2,,100,2,,2,,,,,,
"Gibbins, C",20,0.38,Hurricanes ,4,4,,,3,1,100,100,,3,1,75,4,,4,1,,1,,,
"Aso, V",13,0.73,Hurricanes ,4,4,3,,4,,57.1,57.1,1,2,4,42.9,,,,1,,1,,,
"Coles, D",2,0.78,Hurricanes ,4,4,1,,4,,80,80,,2,3,40,1,1,2,,,,,,1
"Marshall, J",15,1,Hurricanes ,4,4,,,4,,100,100,2,2,,100,,1,1,,,,,,
"May, B",18,0.21,Hurricanes ,4,3,,,2,1,100,100,,3,,100,2,,2,,,,,,
"Uhila, L",17,0.2,Hurricanes ,4,2,,,2,,100,100,,1,1,50,,,,,,,,,
"Halaholo, W",22,0.27,Hurricanes ,4,2,,,2,,100,100,,1,1,50,,,,1,,1,,,
"Perenara, TJ",9,0.79,Hurricanes ,4,2,4,,2,,33.3,33.3,,,6,,,,,,,,,,
"Woodward, J",23,0.21,Hurricanes ,4,1,,,1,,100,100,,,1,,,,,,,,,,
"Vito, V",8,0.62,Hurricanes ,4,1,,1,,1,,50,,1,1,50,1,2,3,1,,1,,,2
"Savea, J",11,0.79,Hurricanes ,4,1,,,1,,100,100,,,1,,,,,,,,,,
"Jane, C",14,1,Hurricanes ,4,1,,1,,1,,50,,1,1,50,2,,2,,,,,,1
"Gibson-Park, J",21,0.21,Hurricanes ,4,,,,,,,,,,,,1,,1,1,,1,,,
"De La Fuente, J",13,1,Jaguares ,4,13,,,12,1,100,100,1,6,6,53.8,1,1,2,1,,1,,,
"Hernandez, J",12,0.78,Jaguares ,4,12,1,1,9,3,90,85.7,,9,5,64.3,1,1,2,,,,,,1
"Matera, P",6,1,Jaguares ,4,12,2,,10,2,83.3,85.7,,7,7,50,3,4,7,1,,1,,,
"Senatore, L",8,1,Jaguares ,4,11,2,,8,3,80,84.6,,9,4,69.2,4,3,7,,,,,,
"Petti Pagadizaval, G",4,0.74,Jaguares ,4,9,,,8,1,100,100,1,4,4,55.6,,1,1,1,,1,,,1
"Garcia Botta, S",1,0.91,Jaguares ,4,7,1,,5,2,83.3,87.5,,4,4,50,1,2,3,,,,,,2
"Sanchez, N",10,1,Jaguares ,4,7,1,1,2,5,66.7,77.8,1,5,3,66.7,1,5,6,1,,1,,,1
"Isa, F",20,0.3,Jaguares ,4,6,,,4,2,100,100,,6,,100,,1,1,,,,,,
"Creevy, A",2,0.79,Jaguares ,4,6,,,4,2,100,100,,6,,100,5,6,11,2,,2,,,
"Nahuel Tetaz, F",3,0.79,Jaguares ,4,6,1,,5,1,83.3,85.7,,5,2,71.4,,2,2,,,,,,
"Lavanini, T",5,1,Jaguares ,4,6,4,,5,1,55.6,60,,5,5,50,1,,1,,,,,,
"Leguizamon, J",7,0.7,Jaguares ,4,5,3,,5,,62.5,62.5,,2,6,25,1,1,2,,,,,,
"Boffelli, E",11,0.74,Jaguares ,4,4,1,,4,,80,80,,1,4,20,1,,1,,,,,,
"Landajo, M",9,0.91,Jaguares ,4,4,1,,3,1,75,80,,1,4,20,,,,,,,,,
"Cordero, S",14,1,Jaguares ,4,4,,,4,,100,100,,2,2,50,,,,,,,,,
"Tejerizo, R",17,0.09,Jaguares ,4,3,,,2,1,100,100,1,2,,100,,,,,,,,,
"Alemanno, M",19,0.26,Jaguares ,4,3,,,3,,100,100,,2,1,66.7,,,,,,,,,
"Tuculet, J",15,1,Jaguares ,4,3,1,,3,,75,75,,2,2,50,,1,1,,,,,,1
"Ezcurra, F",21,0.09,Jaguares ,4,1,,,1,,100,100,,,1,,,1,1,,,,,,
"Arregui, F",18,0.21,Jaguares ,4,1,,,1,,100,100,,1,,100,,,,,,,,,
"Montoya, J",16,0.21,Jaguares ,4,1,,,1,,100,100,,1,,100,,1,1,,,,,,
"Gonzalez Iglesias, S",22,0.22,Jaguares ,4,,,,,,,,,,,,1,2,3,,,,,,
"Moroni, M",23,0.26,Jaguares ,4,,,,,,,,,,,,1,,1,1,,1,,,
"Cloete, C",6,0.92,Kings ,4,8,1,,7,1,87.5,88.9,,6,3,66.7,3,1,4,1,,1,,,1
"Gates, S",12,1,Kings ,4,8,3,,8,,72.7,72.7,,3,8,27.3,2,,2,,,,,,
"Bholi, T",7,0.52,Kings ,4,7,,,5,2,100,100,,5,2,71.4,,1,1,,,,,,
"Ferreira, M",2,0.59,Kings ,4,7,,,6,1,100,100,,4,3,57.1,1,1,2,,,,,,
"Velleman, C",20,0.48,Kings ,4,6,,,4,2,100,100,,3,3,50,2,1,3,,,,,,1
"Watermeyer, S",13,1,Kings ,4,6,2,,6,,75,75,,3,5,37.5,,,,,,,,,
"Jaer, M",11,1,Kings ,4,5,1,,4,1,80,83.3,,4,2,66.7,1,,1,,,,,,
"Adriaanse, J",3,0.79,Kings ,4,4,1,,4,,80,80,,3,2,60,,1,1,,,,,,1
"Fouché, L",10,0.8,Kings ,4,4,2,,3,1,60,66.7,,1,5,16.7,,,,,,,,,
"Sithole, S",17,0.91,Kings ,4,4,1,,3,1,75,80,,2,3,40,,,,,,,,,
"Sykes, S",4,1,Kings ,4,4,1,,3,1,75,80,,1,4,20,2,1,3,1,,1,,,
"Astle, J",5,0.79,Kings ,4,3,,,3,,100,100,,1,2,33.3,,1,1,,,,,,
"Engelbrecht, J",8,1,Kings ,4,3,2,,2,1,50,60,,3,2,60,,1,1,,1,1,,,
"Vulindlu, L",14,1,Kings ,4,3,3,,3,,50,50,,1,5,16.7,,,,,,,,,
"Visser, J",15,0.78,Kings ,4,2,,,1,1,100,100,,,2,,,,,,,,,,
"Marutlulle, E",16,0.41,Kings ,4,1,1,,1,,50,50,,,2,,,,,,,,,,
"Kebe, N",21,0.42,Kings ,4,1,,,1,,100,100,,,1,,,,,,,,,,
"Luiters, K",9,0.58,Kings ,4,1,2,,1,,33.3,33.3,,,3,,,,,,,,,,
"Watts, E",22,0.2,Kings ,4,,2,,,,,,,,2,,,,,,,,,,
"Whiteley, WR",8,1,Lions ,4,11,,,8,3,100,100,1,7,3,72.7,,2,2,,1,1,,,1
"Mostert, F",5,1,Lions ,4,9,2,,6,3,75,81.8,1,7,3,72.7,,1,1,,1,1,,,
"Brink, C",20,0.93,Lions ,4,8,2,,7,1,77.8,80,2,4,4,60,7,,7,1,,1,,,
"Combrink, R",14,1,Lions ,4,8,,,7,1,100,100,1,5,2,75,1,3,4,3,,3,,,1
"Ferreira, A",4,1,Lions ,4,8,,,6,2,100,100,1,4,3,62.5,2,,2,,,,,,2
"Jantjies, ET",10,1,Lions ,4,8,2,,7,1,77.8,80,,7,3,70,2,,2,,,,,,
"Mapoe, L",13,1,Lions ,4,7,1,,6,1,85.7,87.5,2,1,5,37.5,1,,1,1,,1,,,
"Ackermann, R",7,0.7,Lions ,4,6,,,4,2,100,100,,5,1,83.3,4,2,6,1,,1,,,
"Redelinghuys, J",3,0.7,Lions ,4,6,,2,4,2,100,75,,6,2,75,,1,1,,,,,,1
"Mnisi, H X",12,0.76,Lions ,4,6,2,,6,,75,75,2,2,4,50,,,,2,,2,,,1
"Fourie, C",17,0.39,Lions ,4,4,,1,3,1,100,80,,3,2,60,,,,,,,,,1
"Marx, MJ",2,0.8,Lions ,4,4,,,4,,100,100,2,1,1,75,3,,3,2,,2,,,
"Smith, D",1,0.61,Lions ,4,3,,,2,1,100,100,1,1,1,66.7,1,,1,,,,,,
"de Klerk, F",9,0.83,Lions ,4,3,,,2,1,100,100,,2,1,66.7,,,,,,,,,
"Coetzee, A",15,0.93,Lions ,4,3,2,,3,,60,60,,1,4,20,,,,,,,,,
"Van der Merwe, AHP",16,0.2,Lions ,4,2,1,,1,1,50,66.7,1,1,1,66.7,1,,1,1,,1,,,
"Dreyer, RM",18,0.3,Lions ,4,2,,,1,1,100,100,,,2,,,,,,,,,,
"Skosan, C",11,1,Lions ,4,2,2,,1,1,33.3,50,,2,2,50,,,,,,,,,
"Smit, D",21,0.17,Lions ,4,1,,,1,,100,100,,1,,100,,,,,,,,,
"Erasmus, L",19,0.3,Lions ,4,1,,,1,,100,100,,1,,100,,,,,,,,,
"Janse van Rensburg, R",23,0.12,Lions ,4,,,,,,,,,,,,,,,,,,,,1
"Kriel, J",6,0.07,Lions ,4,,,,,,,,,,,,1,1,2,,,,,,
"McMahon, S",7,1,Rebels ,4,13,1,,10,3,90.9,92.9,2,10,2,85.7,1,3,4,,,,,,
"Thomson, A",8,1,Rebels ,4,12,,,12,,100,100,1,11,,100,5,5,10,1,2,3,,,
"Ah-Nau, C",17,0.38,Rebels ,4,11,,,6,5,100,100,,10,1,90.9,,,,,,,,,
"Ellison, T",13,0.85,Rebels ,4,10,,,9,1,100,100,,9,1,90,1,2,3,1,,1,,,
"Hanson, J",16,0.51,Rebels ,4,9,1,,6,3,85.7,90,,8,2,80,1,2,3,,,,,,
"Fuglistaller, S",20,0.29,Rebels ,4,8,,,5,3,100,100,,7,1,87.5,4,1,5,1,,1,,,
"Reid, J",6,0.71,Rebels ,4,8,1,,5,3,83.3,88.9,1,6,2,77.8,1,1,2,,,,,,
"Timani, L",5,0.76,Rebels ,4,8,,1,5,3,100,88.9,,8,1,88.9,3,2,5,2,,2,,,2
"Jones, L",4,1,Rebels ,4,8,,,5,3,100,100,,6,2,75,,1,1,,1,1,,,1
"Hagan, J",18,0.37,Rebels ,4,6,,,3,3,100,100,,5,1,83.3,,2,2,,,,,,
"Debreczeni, J",10,0.84,Rebels ,4,6,2,,6,,75,75,1,3,4,50,,,,,,,,,
"Inman, M",12,1,Rebels ,4,5,1,,4,1,80,83.3,,4,2,66.7,,3,3,,,,,,
"Weeks, L",3,0.63,Rebels ,4,4,1,,4,,80,80,,4,1,80,,,,,,,,,
"Shipperley, D",14,1,Rebels ,4,4,,,4,,100,100,,1,3,25,,,,,,,,,
"Jeffries, S",19,0.11,Rebels ,4,3,,,3,,100,100,,3,,100,,,,,,,,,
"Stirzaker, N",21,0.11,Rebels ,4,2,,,1,1,100,100,,1,1,50,,,,,,,,,
"Hawkins, D",22,0.16,Rebels ,4,2,,,2,,100,100,,2,,100,,,,,,,,,
"Meehan, B",9,0.89,Rebels ,4,2,1,,1,1,50,66.7,,2,1,66.7,,,,,,,,,
"Leafa, P",2,0.49,Rebels ,4,1,1,,1,,50,50,,1,1,50,,,,,,,,,
"Smith, T",1,0.62,Rebels ,4,1,,,1,,100,100,,1,,100,,,,,,,,,
"Placid, J",15,1,Rebels ,4,1,1,,1,,50,50,,1,1,50,1,2,3,1,,1,,,
"English, T",11,1,Rebels ,4,,,,,,,,,,,,1,,1,,,,,,
"Tuipolotu, S",23,0.15,Rebels ,4,,1,,,,,,,,1,,,,,,,,,,
"Simmons, R",5,1,Reds ,4,14,,,12,2,100,100,,12,2,85.7,1,,1,,,,,,
"Faingaa, A",12,1,Reds ,4,12,2,,8,4,80,85.7,,7,7,50,3,,3,,,,,,
"Tui, H",6,1,Reds ,4,12,,,7,5,100,100,1,5,6,50,1,,1,1,,1,,,
"Schatz, J",8,0.72,Reds ,4,11,,,10,1,100,100,2,6,3,72.7,3,,3,3,,3,,,
"McIntyre, J",10,0.84,Reds ,4,11,1,,8,3,88.9,91.7,1,4,7,41.7,2,1,3,,,,,,
"Ready, A",2,0.91,Reds ,4,8,1,,8,,88.9,88.9,,3,6,33.3,4,,4,,,,,,1
"Kerevi, S",13,1,Reds ,4,8,1,,8,,88.9,88.9,1,3,5,44.4,2,,2,,,,,,1
"Feauai-Sautia, C",14,1,Reds ,4,6,1,,6,,85.7,85.7,,3,4,42.9,3,,3,,,,,,
"Talakai, S",18,0.28,Reds ,4,5,,,5,,100,100,,4,1,80,1,,1,,,,,,
"Holmes, G",3,0.72,Reds ,4,5,,,5,,100,100,,3,2,60,2,,2,,,,,,
"Neville, C",4,1,Reds ,4,5,2,1,5,,71.4,62.5,,4,4,50,4,,4,,,,,,1
"Browning, C",20,0.37,Reds ,4,4,,,4,,100,100,,3,1,75,6,,6,,,,,,
"Setu, W",7,0.63,Reds ,4,4,,,2,2,100,100,,2,2,50,8,,8,1,,1,,,
"Frisby, N",9,1,Reds ,4,4,,,4,,100,100,2,1,1,75,,,,,,,,,
