player,no,matchTime,team,round,passes,offLoads,totalPassing,kicksInPlay,carryRuns,carryMetres,carryBeatsDef,carryGainLine,carryLinebreaks,ruckEff,ruckInEff,ruckTotal,rcvs,toInPos,pfInAttack,totalPF,Ruck Success
"Luatua, S",8,1,Blues,7,7,,8,,10,23,2,4,,16,5,21,6,1,,,76%
"Bekhuis, J",5,1,Blues,7,5,,5,,6,8,,3,,21,2,23,1,1,1,1,91%
"Li, T",11,1,Blues,7,5,1,6,1,10,51,3,4,,9,4,13,4,1,,,69%
"McGahan, M",22,0.3,Blues,7,4,1,5,1,3,25,1,,,4,1,5,,2,,,80%
"Matenga, H",4,0.8,Blues,7,4,,4,,4,11,,1,,17,1,18,1,2,,,94%
"Ioane, A",19,0.47,Blues,7,3,,3,,5,42,9,2,,7,,7,1,,,,100%
"Kaino, J",6,0.53,Blues,7,3,,3,,4,32,3,1,1,8,3,11,1,,,,73%
"Tu'ungafasi, O",18,0.47,Blues,7,2,,2,,1,3,,,,13,2,15,2,,,,87%
"Faumuina, C",3,0.53,Blues,7,2,,2,,6,,,,,5,3,8,1,,,,63%
"Parsons, J",2,0.74,Blues,7,2,1,3,,6,25,,4,1,12,,12,2,,,,100%
"Pryor, K",20,0.2,Blues,7,1,,1,,3,9,,1,,1,,1,,,,,100%
"MacDonald, Q",16,0.26,Blues,7,1,1,2,1,3,45,1,1,1,3,2,5,2,,,,60%
"Waa, N",17,0.29,Blues,7,1,,1,,,,,,,2,1,3,,,,,67%
"Prattley, S",1,0.71,Blues,7,1,,1,,1,,,,,18,,18,1,,,,100%
"Gibson, B",7,1,Blues,7,1,,1,,7,63,1,1,2,21,4,25,,2,,,84%
"Zyl, P",9,1,Bulls ,7,53,1,54,4,7,26,,1,,,1,1,,2,,,
"Schoeman, T",10,1,Bulls ,7,15,,15,4,1,,,,,,,,2,3,,1,
"van Zyl, I",21,1,Bulls ,7,10,,10,,,,,,,1,,1,2,,,,100%
"Jenkins, J",4,1,Bulls ,7,6,,6,,9,14,,5,,9,2,11,1,,1,1,82%
"Labuschagne, P.H.C",6,1,Bulls ,7,6,2,8,1,12,39,,4,1,17,2,19,5,1,1,3,89%
"Serfontein, J",12,1,Bulls ,7,6,1,7,3,6,31,2,3,1,3,,3,2,1,,,100%
"Snyman, R",5,1,Bulls ,7,6,1,7,,5,28,2,2,1,15,3,18,3,1,,1,83%
"Strauss, A",2,1,Bulls ,7,6,,6,,4,6,1,2,,14,,14,1,1,,2,100%
"Van der Merwe, M",3,1,Bulls ,7,6,,6,,4,3,,,,6,5,11,1,,,3,55%
"Kriel, J",13,1,Bulls ,7,5,1,6,,9,50,1,4,1,4,,4,3,1,,,100%
"Marais, SP",15,1,Bulls ,7,4,6,11,11,16,109,4,4,1,4,3,7,11,,,,57%
"Ismaiel, T",14,1,Bulls ,7,3,2,5,,6,32,4,3,,5,1,6,3,1,,,83%
"Botha, A",8,1,Bulls ,7,2,2,4,,9,31,2,6,,13,,13,1,,,,100%
"Nyakane, T",1,1,Bulls ,7,2,1,3,,7,9,,4,,12,2,14,2,,1,1,86%
"Brummer, F",22,1,Bulls ,7,1,1,2,,2,10,,2,,1,,1,2,1,,1,100%
"Kirsten, J",7,1,Bulls ,7,1,1,2,,5,8,1,,,15,6,21,,,,,71%
"Kriel, D",23,1,Bulls ,7,1,,1,,3,5,,2,,,,,,1,,,
"Ulengo, J",11,1,Bulls ,7,1,,1,2,4,39,,2,2,4,3,7,,1,,,57%
"Kruger, W",18,1,Bulls ,7,,,,,2,,,,,1,,1,,,,,100%
"Maku, B",16,1,Bulls ,7,,,,1,1,2,,1,,1,,1,,,,,100%
"Orie, M",19,1,Bulls ,7,,,,,4,36,1,,1,1,,1,1,1,,,100%
"Schoeman, P",17,1,Bulls ,7,,,,,,,,,,1,1,2,,,,,50%
"Smit, R",20,1,Bulls ,7,,1,1,,1,8,,,,6,,6,1,,,,100%
"Weber, B",9,1,Chiefs ,7,56,,56,2,8,39,,5,2,3,,3,2,1,,,100%
"Cruden, A",10,1,Chiefs ,7,15,1,16,9,6,36,2,3,1,2,,2,2,2,,,100%
"Lowe, J",11,1,Chiefs ,7,10,1,11,4,8,43,1,4,,2,1,3,4,1,1,1,67%
"McKenzie, D",15,1,Chiefs ,7,10,4,14,6,14,84,3,5,1,2,1,3,6,2,,,67%
"Leitch, M",8,1,Chiefs ,7,9,1,10,,8,11,1,3,,13,,13,1,5,,,100%
"Retallick, B",5,1,Chiefs ,7,8,1,9,1,8,16,,6,1,23,4,27,3,5,1,1,85%
"Cane, S",7,0.93,Chiefs ,7,4,1,6,,12,22,2,5,1,18,2,20,2,1,,1,90%
"Tamanivalu, S",13,1,Chiefs ,7,4,1,5,1,7,61,1,5,3,7,2,9,3,,,1,78%
"Marshall, R",16,0.33,Chiefs ,7,3,1,4,,2,13,,1,,6,,6,1,,,,100%
"Ngatai, C",12,0.53,Chiefs ,7,3,,3,1,4,53,3,3,2,2,1,3,2,,,,67%
"Graham, M",1,0.84,Chiefs ,7,3,,3,,4,12,1,1,,12,4,16,3,1,1,2,75%
"Elliot, H",2,0.67,Chiefs ,7,2,1,3,,5,21,,2,1,5,1,6,1,,,,83%
"Stevenson, S",14,0.77,Chiefs ,7,2,,2,2,5,30,,2,2,1,,1,3,,,,100%
"Vaipulu, M",6,0.79,Chiefs ,7,2,1,3,,4,16,,2,,15,,15,2,1,,1,100%
"Fisiihoi, S",18,0.16,Chiefs ,7,1,,1,,1,7,,,1,3,,3,,,,,100%
"Henwood, S",20,0.16,Chiefs ,7,1,,1,,3,3,,2,,1,,1,,,,,100%
"Kerr-Barlow, T",21,0.23,Chiefs ,7,1,,1,,2,1,,1,,6,,6,1,,,,100%
"Moli, A",3,0.84,Chiefs ,7,1,,1,,6,14,,3,,9,2,11,1,,,2,82%
"Bird, D",4,0.67,Chiefs ,7,,,,,5,12,,5,,8,2,10,,,,,80%
"Donald, S",22,0.37,Chiefs ,7,,,,,4,7,,1,,3,,3,,,,,100%
"McNicol, S",23,0.23,Chiefs ,7,,1,1,,4,25,2,2,,1,,1,2,,,,100%
"Seu, T",19,0.33,Chiefs ,7,,,,,1,3,1,,,7,,7,1,,,1,100%
"Tokolahi, S",17,0.16,Chiefs ,7,,,,,,,,,,7,1,8,,,,,88%
"Drummond, M",9,0.64,Crusaders ,7,48,,48,2,4,13,1,2,1,1,,1,1,,,,100%
"Mo'unga, R",10,1,Crusaders ,7,33,1,34,8,11,41,2,2,,2,2,4,10,1,,,50%
"Ellis, A",21,0.36,Crusaders ,7,25,,25,1,2,9,,2,,1,1,2,1,,,,50%
"Volavola, B",15,0.96,Crusaders ,7,16,2,18,5,14,87,8,4,1,3,2,5,10,5,,,60%
"Todd, M",7,1,Crusaders ,7,10,2,12,,7,17,1,2,1,23,1,24,2,1,,1,96%
"Crotty, R.",12,1,Crusaders ,7,9,2,11,1,11,20,,4,,9,,9,2,,1,1,100%
"Nadolo, N",11,1,Crusaders ,7,6,1,7,6,10,53,3,3,2,13,1,14,4,2,,1,93%
"Romano, L",4,1,Crusaders ,7,6,,6,,7,6,,2,,15,4,19,1,2,,,79%
"Read, K",8,1,Crusaders ,7,5,2,7,,9,44,,5,1,12,1,13,1,1,,,92%
"McNicholl, J",14,1,Crusaders ,7,4,1,5,3,14,100,4,5,3,4,,4,5,6,,,100%
"Taufua, J",6,1,Crusaders ,7,4,2,6,,11,53,2,5,2,11,,11,1,,1,1,100%
"Fonotia, K",22,0.36,Crusaders ,7,3,,3,,1,5,1,,,2,,2,,1,,,100%
"Whitelock, S",5,0.63,Crusaders ,7,3,1,4,,5,1,,1,,10,1,11,2,,,1,91%
"Taylor, C",2,1,Crusaders ,7,3,,3,,4,23,1,2,1,9,4,13,2,3,1,1,69%
"Franks, O",3,0.9,Crusaders ,7,2,,2,,5,,,,,12,3,15,1,,1,1,80%
"Wainui, S",13,0.64,Crusaders ,7,1,,1,1,3,3,,,,9,2,11,1,,,,82%
"Alaalatoa, M",18,0.1,Crusaders ,7,,1,1,,2,,,,,1,,1,,,,,100%
"Barrett, S",19,0.37,Crusaders ,7,,,,,3,12,,1,,4,1,5,1,,,,80%
"Crockett, W",1,0.63,Crusaders ,7,,1,1,,2,1,,1,,15,3,18,,1,,1,83%
"Moody, J",17,0.37,Crusaders ,7,,,,,2,6,,1,,8,2,10,1,,,,80%
"Tupou, J",20,0.01,Crusaders ,7,,,,,,,,,,,,,1,,,,
"Prior, I",9,0.69,Force,7,47,,47,,5,17,,,1,1,,1,3,1,,,100%
"Grant, P",10,1,Force,7,10,,10,10,3,26,1,,,6,,6,2,1,,,100%
"Louwrens, R",21,0.31,Force,7,9,,9,,2,6,,1,,,,,,,1,1,
"McCalman, B",8,1,Force,7,6,,7,,10,9,,3,,10,2,12,,,,,83%
"Masirewa, S",11,1,Force,7,4,,4,2,5,34,,2,,5,,5,7,2,,1,100%
"Morahan, L",14,1,Force,7,3,,3,3,6,30,2,3,,8,,8,4,2,,1,100%
"Tessmann, H",2,0.82,Force,7,2,,2,,1,,,,,12,,12,1,,,,100%
"Haylett-Petty, D",15,1,Force,7,2,,2,12,12,84,,1,,3,,3,11,1,,1,100%
"Hodgson, M",7,1,Force,7,2,,2,,7,7,,,,18,1,19,5,,1,2,95%
"Mafi, S",4,1,Force,7,2,3,5,,11,35,,3,1,12,3,15,3,2,1,2,80%
"Tapuai, B",13,1,Force,7,2,,2,5,1,6,,1,,4,2,6,,,,,67%
"Cottrell, A",6,1,Force,7,1,,1,,8,12,2,6,,11,,11,2,,,2,100%
"Rasolea, S",12,1,Force,7,1,2,3,2,11,70,1,7,1,6,1,7,2,2,,,86%
"Coleman, A",5,1,Force,7,,,,,5,1,,1,,8,2,10,,2,,,80%
"Cowan, P",1,0.23,Force,7,,,,,,,,,,2,1,3,,,,,67%
"Faulkner, T",3,1,Force,7,,,,,3,9,,1,,11,1,12,,,,,92%
"van Wyk, F",17,0.77,Force,7,,,,,4,4,,3,,9,,9,1,,1,1,100%
"Smith, A",9,0.75,Highlanders ,7,52,,52,7,5,24,3,2,2,1,,1,5,1,,,100%
"Sopoaga, L",10,1,Highlanders ,7,24,2,26,8,13,124,3,2,2,4,,4,10,3,,,100%
"Tanaka, F",21,0.25,Highlanders ,7,18,,18,,1,3,,1,,1,,1,1,,,1,100%
"Parker, H",22,0.34,Highlanders ,7,7,1,8,2,4,1,1,1,,3,,3,2,,,,100%
"Fekitoa, M",13,1,Highlanders ,7,7,2,10,,11,29,1,4,,2,2,4,1,2,,,50%
"Halanukonuka, S",3,0.64,Highlanders ,7,6,,6,,3,3,,1,,5,5,10,2,,,,50%
"Osborne, P",11,1,Highlanders ,7,6,4,10,1,18,81,4,6,1,5,1,6,12,3,,,83%
"Wheeler, J",5,1,Highlanders ,7,5,,5,,9,1,1,1,,5,2,7,4,1,,1,71%
"Franklin, T",19,0.36,Highlanders ,7,4,,4,1,3,18,1,2,1,5,,5,2,,,,100%
"Emery, J",23,0.87,Highlanders ,7,4,2,6,1,7,34,1,1,,4,,4,4,1,,,100%
"Christie, S",7,1,Highlanders ,7,4,2,6,1,10,46,2,4,2,13,,13,2,,1,1,100%
"Thompson, R",12,0.66,Highlanders ,7,3,,3,1,4,9,2,1,,3,1,4,1,2,,,75%
"Squire, L",8,1,Highlanders ,7,3,,3,,10,34,,,1,8,1,9,1,1,,,89%
"Wilson, J",14,0.13,Highlanders ,7,2,,2,1,2,6,,1,,1,,1,1,,,,100%
"Pryor, D",20,0.35,Highlanders ,7,2,,2,,,,,,,6,1,7,1,,,,86%
"Reddish, M",4,0.64,Highlanders ,7,2,,2,,3,,,,,7,7,14,,1,,,50%
